ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_publicado,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_localizacao,ocorrencia_DT,ocorrencia_mes,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
290,INCIDENTE,BELÉM - PA,PA,SBBE,15/06/2012,00:06:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-15 00:06:00,6.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PRACG,REGULAR,AVIÃO,BOEING COMPANY,767-316F,B763,JATO,BIMOTOR,186880,186880,6.0,2000.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
291,INCIDENTE,SÃO PAULO - SP,SP,SBSP,16/06/2012,13:15:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-16 13:15:00,6.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PTVGO,PARTICULAR,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2154,2154,6.0,1987.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
292,ACIDENTE,AURIFLAMA - SP,SP,,16/06/2012,19:30:00,,FINALIZADA,NÃO,0,1,NÃO,-20.7419444444 / -50.5316666667,2012-06-16 19:30:00,6.0,INDETERMINADO,INDETERMINADO,UNK,PRRMZ,,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2010.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,,0
293,INCIDENTE,GUARULHOS - SP,SP,SBGR,17/06/2012,13:36:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-17 13:36:00,6.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PROAT,REGULAR,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1992.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
294,INCIDENTE,BELO HORIZONTE - MG,MG,,18/06/2012,09:16:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-18 09:16:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PPPTQ,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2009.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
295,INCIDENTE,ARARAS - SP,SP,SDAA,19/06/2012,13:40:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-19 13:40:00,6.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTKIO,,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
296,INCIDENTE,CURITIBA - PR,PR,SBBI,19/06/2012,15:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-19 15:00:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PPWEB,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,510,C510,JATO,BIMOTOR,3921,3921,6.0,2012.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
297,INCIDENTE,VARGINHA - MG,MG,,19/06/2012,19:54:00,SIM,FINALIZADA,SIM,0,1,NÃO,-21.5888888889 / -45.4733333333,2012-06-19 19:54:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTWAH,,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,1990.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
298,INCIDENTE,GOIÂNIA - GO,GO,SBGO,20/06/2012,09:10:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-20 09:10:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTVQS,PARTICULAR,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1993.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,LEVE,0
299,ACIDENTE,ALTO HORIZONTE - GO,GO,,20/06/2012,16:15:00,,FINALIZADA,NÃO,0,1,NÃO,-14.1938888889 / -49.36,2012-06-20 16:15:00,6.0,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,PRIOP,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1980.0,AVIÃO,PARTICULAR,GURUPI,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
300,INCIDENTE,VITÓRIA - ES,ES,,20/06/2012,14:30:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-20 14:30:00,6.0,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,PRLCF,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2004.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
301,INCIDENTE,VITÓRIA - ES,ES,SBVT,21/06/2012,15:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-21 15:00:00,6.0,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SCF-NP,PRAZI,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,51800,113.0,2010.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
302,INCIDENTE,COARI - AM,AM,,21/06/2012,12:15:00,SIM,FINALIZADA,NÃO,0,1,NÃO,,2012-06-21 12:15:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRMEX,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,S61,TURBOEIXO,BIMOTOR,19000,19000,21.0,1975.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
303,INCIDENTE,GUARULHOS - SP,SP,SBGR,21/06/2012,13:55:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-21 13:55:00,6.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRGUJ,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79015,79015,187.0,2011.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
304,ACIDENTE,CANARANA - MT,MT,SWEK,22/06/2012,14:00:00,SIM,FINALIZADA,SIM,0,1,SIM,-13.5744444444 / -52.2705555556,2012-06-22 14:00:00,6.0,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,PTWBJ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1989.0,AVIÃO,TÁXI AÉREO,XAVANTINA,CANARANA,POUSO,PRIVADA,SUBSTANCIAL,0
305,INCIDENTE,BELO HORIZONTE - MG,MG,SBBH,22/06/2012,14:32:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-22 14:32:00,6.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PRCOB,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,POLICIAL,NENHUM,0
306,INCIDENTE,MANAUS - AM,AM,SBEG,22/06/2012,14:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,,2012-06-22 14:30:00,6.0,F.O.D.,OUTROS | F.O.D.,OTHR,PTSOF,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-110P1,E110,TURBOÉLICE,BIMOTOR,5670,5670,20.0,1990.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
307,INCIDENTE,MOGI DAS CRUZES - SP,SP,,22/06/2012,20:20:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-22 20:20:00,6.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PRADJ,PARTICULAR,HELICÓPTERO,AGUSTA,AW109SP,A109,TURBOEIXO,BIMOTOR,3175,3175,8.0,2011.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
308,INCIDENTE GRAVE,BRASÍLIA - DF,DF,SIQE,22/06/2012,12:30:00,SIM,FINALIZADA,SIM,1,1,NÃO,-15.9416666667 / -47.7202777778,2012-06-22 12:30:00,6.0,POUSO ANTES DA PISTA,POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA,USOS,PTICD,,AVIÃO,MITSUBISHI,MU-2B-20,MU2,TURBOÉLICE,BIMOTOR,4500,4500,7.0,1972.0,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,BOTELHO,POUSO,PRIVADA,SUBSTANCIAL,0
309,INCIDENTE,VITÓRIA - ES,ES,SBVT,22/06/2012,12:28:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-22 12:28:00,6.0,SOPRO DE REATOR,OUTROS | SOPRO DE REATOR,OTHR,PRAZE,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,51800,113.0,2009.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
310,INCIDENTE,BELO HORIZONTE - MG,MG,SBBH,23/06/2012,19:01:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-23 19:01:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PTRIY,ADMINISTRAÇÃO DIRETA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1981.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,POLICIAL,NENHUM,0
311,INCIDENTE,BELÉM - PA,PA,SBJC,23/06/2012,11:50:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-23 11:50:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTAKB,ESPECIALIZADA,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1952.0,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,ESPECIALIZADA,NENHUM,0
312,INCIDENTE,SÃO JOSÉ DOS CAMPOS - SP,SP,SBSJ,24/06/2012,11:40:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-24 11:40:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PREVJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2006.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
313,INCIDENTE,JUNDIAÍ - SP,SP,SBJD,25/06/2012,15:18:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-25 15:18:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PREVJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2006.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
314,INCIDENTE,OSÓRIO - RS,RS,SSOS,26/06/2012,17:00:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-26 17:00:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPHPI,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1962.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,INSTRUÇÃO,SUBSTANCIAL,0
315,INCIDENTE,COARI - AM,AM,,28/06/2012,12:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,,2012-06-28 12:00:00,6.0,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,PTHYA,TÁXI AÉREO,HELICÓPTERO,HELIBRAS,AS 355 F2,AS55,TURBOEIXO,BIMOTOR,2540,2540,6.0,1992.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
316,INCIDENTE,SÃO PAULO - SP,SP,SBSP,29/06/2012,01:35:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-29 01:35:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PTEMR,PARTICULAR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
317,ACIDENTE,BAURU - SP,SP,SBBU,29/06/2012,17:50:00,SIM,FINALIZADA,SIM,0,1,SIM,-22.3436111111 / -49.0538888889,2012-06-29 17:50:00,6.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PPGJA,,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1982.0,AVIÃO,INSTRUÇÃO,BAURU,BAURU,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
318,ACIDENTE,BAURU - SP,SP,SBBU,29/06/2012,17:50:00,SIM,FINALIZADA,SIM,0,1,SIM,-22.3436111111 / -49.0538888889,2012-06-29 17:50:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPGJA,,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,680,680,2.0,1982.0,AVIÃO,INSTRUÇÃO,BAURU,BAURU,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
319,INCIDENTE,BELÉM - PA,PA,SBJC,30/06/2012,15:51:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-30 15:51:00,6.0,OUTROS,OUTROS,OTHR,PTKHC,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,1974.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
320,INCIDENTE GRAVE,MARICÁ - RJ,RJ,SDMC,30/06/2012,14:05:00,SIM,FINALIZADA,SIM,0,1,SIM,-22.9180555556 / -42.8288888889,2012-06-30 14:05:00,6.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTBET,,AVIÃO,CESSNA AIRCRAFT,310B,C310,PISTÃO,BIMOTOR,2132,2132,4.0,1958.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
321,INCIDENTE GRAVE,MARICÁ - RJ,RJ,SDMC,30/06/2012,14:05:00,SIM,FINALIZADA,SIM,0,1,SIM,-22.9180555556 / -42.8288888889,2012-06-30 14:05:00,6.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PTBET,,AVIÃO,CESSNA AIRCRAFT,310B,C310,PISTÃO,BIMOTOR,2132,2132,4.0,1958.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
322,ACIDENTE,PRATA - MG,MG,,30/06/2012,23:00:00,,FINALIZADA,NÃO,0,1,NÃO,-19.5030555556 / -48.7438888889,2012-06-30 23:00:00,6.0,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,PRSMH,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1973.0,AVIÃO,PARTICULAR,ARAGARÇAS,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,2
323,INCIDENTE,FOZ DO IGUAÇU - PR,PR,SBFI,30/06/2012,13:52:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-30 13:52:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PREUJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2006.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,NENHUM,0
324,INCIDENTE,RIO DE JANEIRO - RJ,RJ,,30/06/2012,15:40:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-30 15:40:00,6.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PRAVD,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-115,A319,JATO,BIMOTOR,75500,75500,141.0,2010.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
325,INCIDENTE GRAVE,CURITIBA - PR,PR,SBBI,01/07/2012,11:05:00,SIM,FINALIZADA,SIM,0,1,SIM,\t-25.40333333\t / \t-49.23361111\t,2012-01-07 11:05:00,1.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PPFKW,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,AVIÃO,INSTRUÇÃO,BACACHERI,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
326,INCIDENTE GRAVE,CURITIBA - PR,PR,SBBI,01/07/2012,11:05:00,SIM,FINALIZADA,SIM,0,1,SIM,\t-25.40333333\t / \t-49.23361111\t,2012-01-07 11:05:00,1.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPFKW,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,AVIÃO,INSTRUÇÃO,BACACHERI,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
327,INCIDENTE,MARINGÁ - PR,PR,SBMG,01/07/2012,12:30:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-01-07 12:30:00,1.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PREUJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2006.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,NENHUM,0
328,INCIDENTE GRAVE,ARACATU - BA,BA,,02/07/2012,10:45:00,SIM,FINALIZADA,SIM,3,1,NÃO,14.4577777778 / -41.4580555556,2012-02-07 10:45:00,2.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRARZ,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3968,3968,11.0,2003.0,AVIÃO,PARTICULAR,MARACÁS,AEROPORTO ESTADUAL DE JUNDIAÍ,CRUZEIRO,PRIVADA,NENHUM,0
329,INCIDENTE,GUARULHOS - SP,SP,,03/07/2012,02:55:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-03-07 02:55:00,3.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,N342AN,,AVIÃO,BOEING COMPANY,767-328,,JATO,BIMOTOR,186880,186880,0.0,,AVIÃO,,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,,LEVE,0
330,INCIDENTE,GOIÂNIA - GO,GO,SBGO,03/07/2012,09:01:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-03-07 09:01:00,3.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRIOA,NÃO REGULAR,AVIÃO,BOEING COMPANY,727-214F,B722,JATO,TRIMOTOR,88360,88360,7.0,1978.0,AVIÃO,NÃO REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
331,INCIDENTE,GOIÂNIA - GO,GO,SBGO,03/07/2012,11:55:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-03-07 11:55:00,3.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPGOB,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1993.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,NENHUM,0
332,ACIDENTE,NOVA UBIRATÃ - MT,MT,,04/07/2012,14:35:00,,,NÃO,0,1,NÃO,,2012-04-07 14:35:00,4.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PUIRZ,EXPERIMENTAL,ULTRALEVE,,VIMANA R-12,ULAC,PISTÃO,MONOMOTOR,520,520,2.0,2007.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,2
333,ACIDENTE,ESPINOSA - MG,MG,,06/07/2012,13:50:00,SIM,FINALIZADA,SIM,2,1,NÃO,-14.7258333333 / -43.1713888889,2012-06-07 13:50:00,6.0,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,PTENG,,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,TURBOÉLICE,BIMOTOR,3175,3175,5.0,1977.0,AVIÃO,ESPECIALIZADA,GUANAMBI,BARREIRAS,VOO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1
334,INCIDENTE,PORTO ALEGRE - RS,RS,,06/07/2012,13:11:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-07 13:11:00,6.0,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI,PTOTV,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1981.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,NENHUM,0
335,INCIDENTE,GUARULHOS - SP,SP,,06/07/2012,09:30:00,,FINALIZADA,NÃO,0,1,NÃO,,2012-06-07 09:30:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTMTT,REGULAR,AVIÃO,BOEING COMPANY,727-243,B722,JATO,TRIMOTOR,88360,88360,5.0,1981.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
336,ACIDENTE,ALTO GARÇAS - MT,MT,,07/07/2012,14:30:00,SIM,FINALIZADA,SIM,0,1,SIM,-16.9383333333 / -53.5783333333,2012-07-07 14:30:00,7.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PTKGM,,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,1542,5.0,1974.0,AVIÃO,PARTICULAR,MÁRIO DE ALMEIDA FRANCO,RONDONÓPOLIS,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
337,ACIDENTE,ALTO GARÇAS - MT,MT,,07/07/2012,14:30:00,SIM,FINALIZADA,SIM,0,1,SIM,-16.9383333333 / -53.5783333333,2012-07-07 14:30:00,7.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTKGM,,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,1542,5.0,1974.0,AVIÃO,PARTICULAR,MÁRIO DE ALMEIDA FRANCO,RONDONÓPOLIS,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
