ocorrencia_classificacao,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
1465,INCIDENTE GRAVE,20.0,1,NÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,ULTRALEVE,CLINICA MEDICA PRIETO & ANTUNES LTDA.,AA-155,ULAC,PISTÃO,MONOMOTOR,500,500,2.0,2011.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,EXPERIMENTAL,SUBSTANCIAL,0
1466,ACIDENTE,9.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1976.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,TÁXI AÉREO,SUBSTANCIAL,1
1467,ACIDENTE,20.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2010.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
1468,ACIDENTE,11.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,188B,C188,PISTÃO,MONOMOTOR,1497,1497,1.0,2012.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
1469,ACIDENTE,15.0,2,NÃO,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,AVIÃO,CESSNA AIRCRAFT,PITTSS15 AVIAO,ZZZZ,PISTÃO,MONOMOTOR,0,0,1.0,2012.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,EXPERIMENTAL,SUBSTANCIAL,0
1470,ACIDENTE,15.0,2,NÃO,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,AVIÃO,CESSNA AIRCRAFT,S2A,ZZZZ,PISTÃO,MONOMOTOR,521,521,2.0,1977.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,EXPERIMENTAL,SUBSTANCIAL,0
1471,ACIDENTE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2005.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
1472,INCIDENTE GRAVE,19.0,1,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,70000,184.0,2001.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0
1473,ACIDENTE,16.0,1,NÃO,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,725,725,2.0,1973.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
1474,ACIDENTE,11.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1993.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1
1475,INCIDENTE GRAVE,13.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2010.0,PARTICULAR,HÉLIO WASUM,SANTIAGO,CRUZEIRO,PRIVADA,NENHUM,0
1476,ACIDENTE,19.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,ULTRALEVE,MARIO CARLOS CARDOSO,MCC VENTURA,ULAC,PISTÃO,MONOMOTOR,550,550,2.0,2010.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,0
1477,INCIDENTE GRAVE,13.0,1,NÃO,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SCF-NP,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1976.0,TÁXI AÉREO,FAZENDA ÁGUA LIMPA,LÁBREA,TÁXI,TÁXI AÉREO,LEVE,0
1478,INCIDENTE,9.0,1,NÃO,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,193.0,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
1479,ACIDENTE,13.0,1,NÃO,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,6.0,1977.0,PARTICULAR,JUÍNA,ARIPUANÃ,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
1480,INCIDENTE GRAVE,17.0,1,NÃO,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,1995.0,PARTICULAR,TERUEL IPANEMA ESTÂNCIA,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,PRIVADA,,0
1481,INCIDENTE,14.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2011.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1482,ACIDENTE,19.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,ULTRALEVE,MAULE AIRCRAFT,ULTRALEVE,ULAC,PISTÃO,MONOMOTOR,0,0,0.0,2007.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,1
1483,INCIDENTE GRAVE,17.0,1,SIM,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,1542,7.0,1978.0,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
1484,INCIDENTE,22.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,BOEING COMPANY,737-7K9,B737,JATO,BIMOTOR,66678,66678,152.0,1998.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
1485,ACIDENTE,20.0,1,NÃO,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,PARTICULAR,MANUEL URBANO,SANTA ROSA DO PURUS,POUSO,PRIVADA,SUBSTANCIAL,0
1486,ACIDENTE,18.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1994.0,PARTICULAR,ITAITUBA,JACAREACANGA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1
1487,INCIDENTE,18.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,HELICÓPTERO,AGUSTA,A109S,A109,TURBOEIXO,BIMOTOR,3175,3175,8.0,2006.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
1488,INCIDENTE,21.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2011.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1489,ACIDENTE,20.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1987.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,AGRÍCOLA,SUBSTANCIAL,0
1490,ACIDENTE,16.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,ANFÍBIO,CESSNA AIRCRAFT,SEAWIND AVIAO,ZZZZ,PISTÃO,MONOMOTOR,1500,1500,0.0,2014.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,DESTRUÍDA,0
1491,INCIDENTE GRAVE,17.0,1,NÃO,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1979.0,PARTICULAR,RESENDE,CORONEL NEWTON BRAGA,POUSO,PRIVADA,SUBSTANCIAL,0
1492,INCIDENTE GRAVE,15.0,1,NÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
1493,INCIDENTE GRAVE,19.0,1,NÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1988.0,INSTRUÇÃO,BACACHERI,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0
1494,ACIDENTE,15.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1975.0,TÁXI AÉREO,ITAITUBA,JACAREACANGA,DESCIDA,TÁXI AÉREO,DESTRUÍDA,5
1495,INCIDENTE,18.0,1,NÃO,COM LANÇAMENTO DE CARGA,OUTROS | COM LANÇAMENTO DE CARGA,OTHR,HELICÓPTERO,MIL HELICOPTER,MI-171A1,MI8,TURBOEIXO,BIMOTOR,13000,13000,30.0,2011.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0
1496,INCIDENTE,11.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1497,INCIDENTE,12.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,RAYTHEON AIRCRAFT,400A,BE40,JATO,BIMOTOR,7303,7303,11.0,1996.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,NENHUM,0
1498,INCIDENTE,13.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,50.0,1999.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1499,INCIDENTE,8.0,1,NÃO,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,AVIÃO,MITSUBISHI,MU-2B-60,MU2,TURBOÉLICE,BIMOTOR,5250,5250,10.0,1981.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
1500,INCIDENTE,13.0,1,NÃO,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,590,2.0,1994.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
1501,INCIDENTE,20.0,2,NÃO,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,S76,TURBOEIXO,BIMOTOR,4763,4763,14.0,1987.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
1502,INCIDENTE,20.0,2,NÃO,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,22.0,2013.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0
1503,INCIDENTE,19.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1979.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,LEVE,0
1504,INCIDENTE,12.0,1,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,8165,8165,10.0,1978.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
1505,ACIDENTE,13.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,621,2.0,2013.0,INSTRUÇÃO,HELICENTRO RIBEIRÃO PRETO,HELICENTRO RIBEIRÃO PRETO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,2
1506,ACIDENTE,17.0,1,NÃO,CORTE INVOLUNTÁRIO DO MOTOR,OUTROS | CORTE INVOLUNTÁRIO DO MOTOR,OTHR,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1948.0,INSTRUÇÃO,AEROCLUBE DE PASSO FUNDO,AEROCLUBE DE PASSO FUNDO,MANOBRA,INSTRUÇÃO,NENHUM,0
1507,INCIDENTE,15.0,1,NÃO,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,F-NI,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2005.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,SUBSTANCIAL,0
1508,ACIDENTE,13.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,1542,7.0,1977.0,TÁXI AÉREO,MARECHAL CUNHA MACHADO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
1509,INCIDENTE,18.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,BOEING COMPANY,737-3S3,B733,JATO,BIMOTOR,63276,63276,6.0,1988.0,NÃO REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
1510,INCIDENTE,18.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1988.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0
1511,INCIDENTE,20.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2003.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
1512,INCIDENTE,18.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2009.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
1513,ACIDENTE,21.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1988.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
1514,ACIDENTE,21.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1982.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1
1515,INCIDENTE,13.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,BOEING COMPANY,727-264,B722,JATO,TRIMOTOR,88360,88360,5.0,1983.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
1516,INCIDENTE,19.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,0.0,2014.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
1517,ACIDENTE,19.0,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1979.0,TÁXI AÉREO,CASSILÂNDIA,SANTA RITA DO ARAGUAIA,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0
1518,ACIDENTE,20.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1992.0,REGULAR,SENADOR NILO COELHO,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,REGULAR,SUBSTANCIAL,0
1519,ACIDENTE,20.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,CESSNA AIRCRAFT,182Q,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1980.0,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,POUSO,PRIVADA,SUBSTANCIAL,0
1520,INCIDENTE,5.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1992.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
1521,INCIDENTE,22.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2012.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1522,INCIDENTE,22.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,ECLIPSE AEROSPACE,EA500,ULAC,JATO,BIMOTOR,2721,2721,0.0,2007.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
1523,ACIDENTE,12.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,CESSNA AIRCRAFT,182T,C152,PISTÃO,MONOMOTOR,1406,1406,0.0,2006.0,PARTICULAR,ESTÂNCIA SANTA MARIA,FAZENDA ARARAS,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
1524,INCIDENTE,6.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,BOEING COMPANY,727-214F,B722,JATO,TRIMOTOR,88360,88360,5.0,1979.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
1525,INCIDENTE,11.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,BEECH AIRCRAFT,G36,BE36,PISTÃO,MONOMOTOR,1656,1656,6.0,2013.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
1526,ACIDENTE,10.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1991.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,AGRÍCOLA,SUBSTANCIAL,0
1527,ACIDENTE,11.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,6.0,1982.0,PARTICULAR,ARIPUANÃ,FORA DE AERODROMO,OUTRA FASE,PRIVADA,DESTRUÍDA,4
1528,ACIDENTE,14.0,1,SIM,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1972.0,PARTICULAR,SÍLVIO NAME JÚNIOR,ARAPONGAS,POUSO,PRIVADA,SUBSTANCIAL,0
1529,INCIDENTE,18.0,1,NÃO,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
