codigo_ocorrencia4,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_dias_para_feedback
467,52946,"Divulgar os ensinamentos colhidos na presente investigação aos operadores agrícolas das diversas regiões do país, buscando ressaltar as semelhanças entre os aspectos levantados e a realidade vivenciada pelos diversos operadores.",AGUARDANDO RESPOSTA,SINDAG,
468,52946,"Divulgar o conteúdo do presente relatório aos proprietários, operadores e exploradores de aeronaves que realizam operações aeroagrícolas.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,12.0
469,52976,"Incrementar a fiscalização no âmbito da aviação experimental, garantindo que todas as aeronaves construídas por amadores cumpram com o critério da porção maior.",CUMPRIDA,ANAC,97.0
470,52976,"Restringir todo tipo de solicitação de isenção relativa ao critério da porção maior, não mais permitindo que aeronaves de construção amadora sejam entregues prontas aos operadores.",NÃO CUMPRIDA,ANAC,97.0
471,52976,"Atuar junto à EDRA Aeronáutica, para garantir que os serviços declarados tenham sido efetivamente executados, tanto na fabricação quanto na manutenção de aeronaves, além de corrigir falhas nos processos de divulgação de atualizações de Manual de Voo.",NÃO CUMPRIDA,ANAC,97.0
472,52976,"Atualizar a legislação referente à instrução de voo, tornando mandatório o treinamento prático de voo em velocidades críticas baixas, reconhecimento e recuperação de pré-estol, estol completo e parafuso nos cursos de piloto privado.",CUMPRIDA,ANAC,97.0
473,52976,"Rever os requisitos mínimos para habilitação de pilotos na aviação experimental, através da Licença de Piloto Desportivo (CPD), Piloto de Recreio (CPR) ou Piloto de Aeronave Leve Esportiva (CPL), visando incrementar a instrução prática, em especial, com exercícios de prevenção e recuperação de atitudes anormais e treinamentos em voo solo.",CUMPRIDA,ANAC,97.0
474,52976,Estabelecer requisitos mínimos de certificação para aeronaves leves fabricadas e comercializadas por indústria aeronáutica que garantam condições seguras de aeronavegabilidade.,NÃO CUMPRIDA,ANAC,97.0
475,52978,"Realizar gestões junto ao Operador com o intuito de verificar a efetividade dos mecanismos de Supervisão Gerencial das atividades aeroagrícolas, particularmente no que diz respeito aos processos de identificação de perigos e gerenciamento dos riscos das operações.",CUMPRIDA,ANAC,154.0
476,52980,"Divulgar aos operadores de helicópteros o teor do presente relatório, a fim de ratificar que, estatisticamente, a probabilidade de colisões com fauna é maior em voos realizados em até 3.500ft de altura e que os critérios de certificação de para-brisas podem não proteger tripulantes contra eventos desta natureza, que envolvam aves da família dos urubus, bastante comuns em todo o país.",AGUARDANDO RESPOSTA,ANAC,
477,52980,"Intensificar a fiscalização em eventos programados, tais como: festas populares, festivais, “shows”, rodeios e afins, com vistas a coibir voos e apresentações que coloquem em risco a vida de terceiros, notadamente quando os voos citados não estiverem devidamente regularizados.",AGUARDANDO RESPOSTA,ANAC,
478,52988,"Atuar junto à escola HORUS AERO TÁXI LTDA. com o objetivo de criar e implementar procedimentos para o acompanhamento diário das fichas de avaliação de desempenho, a fim de estabelecer supervisão eficaz do desempenho dos alunos, dos instrutores e do preenchimento das fichas.",CUMPRIDA,ANAC,100.0
479,52992,Atuar junto ao operador do aeródromo de modo a assegurar que o estacionamento das aeronaves nas diversas posições do pátio 4 de SBSV ocorra de forma coincidente com as marcações em “T” existentes no solo.,CUMPRIDA,ANAC,291.0
480,52992,"Atuar junto ao operador do aeródromo para assegurar que haja efetiva assistência prestada às aeronaves que realizam manobras de estacionamento no pátio 4 de SBSV, por meio de “parqueador”, de acordo com o estabelecido no RBAC 153.121 (a).",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,301.0
481,52992,Orientar o operador da aeronave para que o mesmo cobre dos seus pilotos o fiel cumprimento da sinalização horizontal dos pátios de manobra.,CUMPRIDA,ANAC,96.0
482,53104,"Atuar junto ao Operador de Aeródromo de SBGL com objetivo de estabelecer procedimentos formais, de modo que os Setores de Engenharia e de Operações disponibilizem, oportunamente, e o mais rápido possível, todos os dados necessários para que o DTCEA-GL disponha de tempo suficiente para mudanças e adequação do modelo de operação dos controladores de tráfego aéreo.",CUMPRIDA,ANAC,292.0
483,53104,"Atuar junto ao Operador de Aeródromo buscando o cumprimento do previsto no Anexo 14 da ICAO no tocante a infraestrutura, de maneira que todas as aeronaves operando na taxiway L3 fiquem devidamente separadas de obstáculos e eventuais aeronaves estacionadas no pátio 2.",CUMPRIDA,ANAC,292.0
484,53104,Divulgar o conteúdo deste Relatório Final a todos os Operadores de Aeródromos Brasileiros.,CUMPRIDA DE FORMA ALTERNATIVA,ANAC,154.0
485,53104,"Aperfeiçoar de maneira padronizada e sistêmica o briefing diário de alerta ao pessoal de serviço, realizado pelos Supervisores de Equipe, sobre todas as informações que possam ser utilizadas pelos controladores de tráfego aéreo, principalmente nos aeródromos que estejam passando por processo de modificação de infraestrutura aeroportuária.",CUMPRIDA,DECEA,342.0
486,53104,Reavaliar e aperfeiçoar o Modelo Operacional aplicado pelo DTCEA-GL.,CUMPRIDA,DECEA,342.0
487,53104,Divulgar o conteúdo deste Relatório Final a todos os Destacamentos de Controle de Espaço Aéreo.,CUMPRIDA,DECEA,342.0
488,53111,"Realizar gestões junto à empresa Ceal Aviação Agrícola Ltda., com o objetivo de garantir que os serviços de manutenção em aeronaves sejam realizados em organizações que possuam a devida homologação para este fim.",CUMPRIDA,ANAC,34.0
489,53112,"Divulgar os ensinamentos colhidos na presente investigação, no intuito de aumentar o nível de alerta situacional dos pilotos de aeronaves agrícolas durante o abastecimento e procedimentos de solo.",CUMPRIDA,ANAC,9.0
490,53114,Divulgar o presente relatório aos operadores e mantenedores do modelo de aeronave SR22.,CUMPRIDA DE FORMA ALTERNATIVA,ANAC,23.0
491,53114,"Atuar junto à empresa Serviços Aéreos Flylog Ltda., a fim de garantir a realização dos registros de manutenções corretivas de aeronaves, além de ressaltar a importância da correta e detalhada realização do pré-voo por parte dos pilotos.",CUMPRIDA,ANAC,56.0
492,53117,"Realizar gestões junto à Administração do Aeródromo de Bragança Paulista, a fim de garantir que tenham sido tomadas todas as medidas de mitigação dos riscos de ocorrências futuras, no tocante aos prestadores de serviço de abastecimento, quanto à manutenção dos seus equipamentos.",AGUARDANDO RESPOSTA,ANP,
493,53151,ATUAR JUNTO à CESSNA AIRCRAFT NO SENTIDO DE AVALIAR A OBRIGATORIEDADE DE INCLUSãO NOS MANUAIS DE MANUTENçãO DA AERONAVE C-208 UMA ADVERTêNCIA RECOMENDANDO A NãO REUTILIZAçãO DE CâMARAS DE AR DURANTE AS TROCAS DE PNEUS.,CUMPRIDA,ANAC,
494,53152,"Realizar gestões junto à NEP - Nacional Escola de Pilotagem, no sentido de garantir que os instrutores e pilotos recebam os treinamentos de padronização relativos à correta execução da manobra de autorrotação.",CUMPRIDA,ANAC,117.0
495,53152,"Acompanhar os dados de confiabilidade das pás do rotor de cauda do projeto da aeronave R22, de modo a avaliar a incidência de falhas do referido componente antes do TLV estabelecido.",CUMPRIDA,ANAC,117.0
496,53195,Atuar junto ao operador a fim de garantir que seja estabelecido um mecanismo efetivo para o controle  de atualização das escriturações das cadernetas de manutenção das aeronaves daquela empresa.,CUMPRIDA,ANAC,109.0
497,53195,Atuar junto ao operador visando garantir a adoção de procedimentos operacionais que impeçam a realização de voos por parte do seu quadro de pilotos caso não haja registro da realização da inspeção pré-voo no diário de bordo da respectiva aeronave.,CUMPRIDA,ANAC,109.0
498,53195,"Atuar junto ao operador, visando garantir que ele adote procedimentos no sentido de não permitir a participação de passageiros durante a execução de voos de check operacional de manutenção, conforme legislação em vigor.",CUMPRIDA,ANAC,109.0
499,53195,"Atuar junto ao Helipark, visando assegurar que seja adotado um mecanismo efetivo do controle das atividades de manutenção executadas pela empresa, notadamente no que se refere aos registros dos mecânicos e inspetores nas Fichas de Inspeção dos serviços realizados, conforme legislação em vigor.",CUMPRIDA,ANAC,109.0
500,53195,Analisar junto ao fabricante a pertinência de se especificar em documentação apropriada as condições necessárias para a conclusão do processo de polimerização das pás antes de um período de sete (7) dias.,CUMPRIDA,ANAC,109.0
501,53196,"Recomenda-se divulgar às oficinas de manutenção e mantenedores das aeronaves SÊNECA modelo PA-34-200 as orientações constantes no Informativo de Prevenção (InfoPrev) SERIPA V N° 01/AGOSTO/2015, referentes ao recolhimento involuntário do trem de pouso de nariz por pane no suporte do amortecedor e por montagem incorreta do parafuso amortecedor de vibrações, por representarem situações de risco que já resultaram em acidentes aeronáuticos.",NÃO CUMPRIDA,ANAC,242.0
502,53198,"Atuar junto ao Aeroclube Regional de Maringá, a fim de garantir que as instruções de voo sejam realizadas com estrita observância do previsto no MCA 58-3/2004, principalmente no tocante aos exercícios básicos de cada missão e ao nível de aprendizagem a atingir.",CUMPRIDA,ANAC,56.0
503,53203,"REALIZAR GESTõES JUNTO AO OPERADOR, NO SENTIDO QUE ESTE ALERTE OS TRIPULANTES QUANTO à POSSIBILIDADE DE OCORRêNCIAS DE ILUSõES VISUAIS DURANTE O VOO EM CONDIçõES DE CHUVA.",CUMPRIDA,ANAC,
504,53203,"REALIZAR GESTõES JUNTO AO OPERADOR, NO SENTIDO QUE ESTE REFORCE, NOS TREINAMENTOS EM SIMULADOR DE VOO, MANOBRAS DE REJECT LANDING EM CONDIçõES SIMILARES àS ENCONTRADAS NESSA OCORRêNCIA.",CUMPRIDA,ANAC,
505,53204,"Determinar aos operadores de aeródromos que realizem gerenciamento de risco durante obras e serviços, investindo na correta sinalização horizontal temporária a fim de minimizar a probabilidade de ocorrências desta natureza.",AGUARDANDO RESPOSTA,ANAC,
506,53204,Atuar junto ao Operador do Aeródromo de Anápolis visando assegurar-se do posicionamento adequado dos caminhões de abastecimento e outros veículos durante as operações aéreas.,AGUARDANDO RESPOSTA,ANAC,
507,53204,Atuar junto ao Operador do Aeródromo de Anápolis visando providenciar a pintura das pistas de táxi em conformidade com os requisitos aplicáveis.,AGUARDANDO RESPOSTA,ANAC,
508,53224,"Divulgar os ensinamentos advindos da presente investigação, no âmbito da aviação geral, buscando ressaltar a importância de se conhecer e aplicar, fielmente, as ações e verificações previstas nos manuais de operação das aeronaves.",CUMPRIDA,ANAC,
509,53225,"Atuar junto ao Aeroclube do Paraná para que haja um efetivo acompanhamento das atividades de instrução por parte da direção da organização, principalmente no que tange à avaliação das condições meteorológicas antes dos voos.",CUMPRIDA,ANAC,56.0
510,53225,"Atuar junto ao Aeroclube do Paraná com o objetivo de que seja respeitado, em todos os voos, o Peso Máximo de Decolagem estabelecido para cada aeronave.",CUMPRIDA,ANAC,56.0
511,53232,"ATUAR JUNTO à ASSOCIAçãO BRASILEIRA DE ACROBACIA AéREA, A FIM DE QUE AQUELE OPERADOR APRIMORE AS TéCNICAS DE INSTRUçãO UTILIZADAS E ORIENTE OS INSTRUTORES A SEREM MAIS PROATIVOS E CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.",CUMPRIDA,ANAC,
512,53254,"Atuar junto ao operador da aeronave, a fim de verificar a conformidade dos procedimentos de planejamento e supervisão das operações aeroagrícolas, bem como verificar a efetiva atuação do GSO da empresa.",CUMPRIDA,ANAC,57.0
513,53257,"Atuar junto ao operador no intuito de impedir que seus pilotos removam, sem a autorização da autoridade de investigação SIPAER, a aeronave do local no qual se consumou um acidente aeronáutico.",CUMPRIDA,ANAC,34.0
514,53262,"ASSEGURAR-SE DA IMPLEMENTAçãO DO SGSO NO âMBITO DO GOA, EM CONSONâNCIA COM A RESOLUçãO Nº106 DA ANAC, DE 30JUN2009.",CUMPRIDA,ANAC,
515,53262,"ASSEGURAR-SE DE QUE O TREINAMENTO EM CRM, A SER IMPLEMENTADO NO âMBITO DO GOA, ESTEJA CENTRADO NAS SUAS OPERAçõES DE ROTINA, EM CONSONâNCIA COM A IAC 060-1002 A.",CUMPRIDA,ANAC,
516,53262,"ATUAR JUNTO AO GOA, NO SENTIDO DE QUE SEJAM ADOTADOS PROCEDIMENTOS VISANDO à ADEQUADA COORDENAçãO DE CABINE ENTRE OS SEUS TRIPULANTES, DE MODO QUE SEJA POSSíVEL HAVER UMA EFETIVA COMUNICAçãO EM VOO, FATO QUE PERMITIRá UMA MAIOR INTERAçãO E INCREMENTO DA CONSCIêNCIA SITUACIONAL.",CUMPRIDA,ANAC,
517,53264,"Realizar gestões junto à empresa GYN Prop Shop Ltda., com o intuito de verificar se as datas e o cômputo das horas dos componentes em revisão estejam sendo registrados em conformidade com as exigências previstas nos regulamentos pertinentes.",CUMPRIDA,ANAC,196.0
518,53265,Realizar gestões junto ao Operador visando revisar seus mecanismos de Supervisão Gerencial relacionados ao estabelecimento de critérios claros para a execução do procedimento de arremetida em casos de aproximação não estabilizada.,CUMPRIDA,ANAC,61.0
519,53265,"Realizar gestões junto ao Operador visando revisar seus mecanismos de Supervisão Gerencial relacionados à verificação do atendimento aos requisitos de desempenho das aeronaves para o cumprimento de missões em aeródromos críticos, particularmente no que diz respeito ao desempenho no pouso.",NÃO CUMPRIDA,ANAC,61.0
520,53266,"Realizar gestões junto ao operador da aeronave a fim de que este aprimore os métodos de Supervisão Gerencial, no âmbito operacional, com vistas ao adequado acompanhamento do planejamento e execução dos voos realizados pelos tripulantes da empresa.",CUMPRIDA,ANAC,63.0
521,53266,"Realizar gestões junto ao operador, visando garantir que seus tripulantes cumpram, fielmente, o estabelecido no Programa de Treinamento Operacional (PTO) estabelecido pela empresa.",CUMPRIDA,ANAC,63.0
522,53266,"Atuar junto ao operador com a finalidade de verificar os procedimentos estabelecidos para o relato de discrepâncias/panes da aeronave, garantindo aos seus pilotos a autonomia necessária para o registro destas no diário de bordo das aeronaves.",CUMPRIDA,ANAC,63.0
523,53266,"Realizar gestões junto à oficina de manutenção Hangar Oficina e Recuperação de Aviões (HORA) com a finalidade de verificar a conformidade dos procedimentos de manutenção, bem como o controle das cadernetas de manutenção das aeronaves por ela inspecionadas.",CUMPRIDA,ANAC,63.0
524,53266,"Atuar junto ao fabricante da aeronave a fim de verificar a viabilidade de confecção de uma lista mestra de equipamentos mínimos, Master Minimum Equipment List (MMEL) para o modelo EMB-820C Carajá.",CUMPRIDA,ANAC,63.0
525,53266,"Atuar junto ao fabricante da aeronave a fim de que seja feita a revisão do Manual de Operação e do Manual de Voo aprovado pelo CTA, MO-NE-821/001, 30JUL1984, de modo que este passe a contemplar as informações necessárias à operação do CVR.",NÃO CUMPRIDA,ANAC,63.0
526,53266,Avaliar a possibilidade de adequar o RBAC-135 de modo a considerar que o treinamento prático em voo e as avaliações periódicas sejam realizados no tipo de aeronave efetivamente pilotada pelos tripulantes das empresas de táxi-aéreo.,NÃO CUMPRIDA,ANAC,63.0
527,53268,"Determinar ao administrador do aeródromo de Viçosa que sejam tomadas medidas no intuito de cumprir os requisitos do RBAC 154, em especial aqueles sobre faixa de pista, com a finalidade de reduzir o risco de danos à aeronave que venha a sair da pista durante o pouso, bem como os requisitos do RBAC 153, sobre o monitoramento da condição física e operacional do aeródromo.",CUMPRIDA,ANAC,214.0
528,53270,"Efetuar gestões de forma que seja verificada a conformidade dos procedimentos efetuados pela oficina HAR 3 Ltda., responsável pelos últimos serviços de manutenção na aeronave.",CUMPRIDA,ANAC,
529,53306,"Avaliar a viabilidade de incluir no sistema eletrônico de planos de voo (SIGMA) uma lógica capaz de identificar e bloquear os planos sob regra de voo visual (VFR) em que a operação ocorrerá no período noturno e fora dos limites de uma ATZ, CTR, TMA, ou ainda, na inexistência desses espaços aéreos, quando realizado dentro de um raio de 50 Km (27 NM) do aeródromo ou heliponto de partida.",AGUARDANDO RESPOSTA,DECEA,
530,53308,Atuar junto ao operador visando garantir que este estabeleça critérios e procedimentos padronizados que possam contribuir para a prevenção de eventos relacionados à aproximação não estabilizada.,CUMPRIDA,ANAC,
531,53325,"Realizar auditoria no Aeroclube de Novo Hamburgo, a fim de que sejam verificadas as conformidades dos procedimentos operacionais da entidade. Em tais procedimentos operacionais estão inseridos: realização de briefing e debriefing pelos instrutores; supervisão contínua do desempenho dos instrutores e alunos e acompanhamento e emissão de pareceres do coordenador de curso e/ou diretoria de instrução nas fichas de voo dos alunos; entre outros.",CUMPRIDA,ANAC,252.0
